Phylum,Class,Genus,Species,Species Author,Subspecies,Subspecies Author,Variety,Variety Author,taxon name for relation
Ochrophyta,Phaeophyceae,Colpomenia,sinuosa,(Mertens ex Roth) Berbes & Solier,,,,,Colpomenia sinuosa
Ochrophyta,Phaeophyceae,Colpomenia,ecuticulata,Parsons,,,,,Colpomenia ecuticulata
Ochrophyta,Phaeophyceae,Colpomenia,peregrina,Sauvageau,,,,,Colpomenia peregrina
Ochrophyta,Phaeophyceae,Colpomenia,sinuosa,(Roth) Derbes et Solier,,,,,Colpomenia sinuosa
Ochrophyta,Phaeophyceae,Colpomenia,bullosa,(D.A. Saunders) Yamada in Yamada et Kinoshita,,,,,Colpomenia bullosa
Ochrophyta,Phaeophyceae,Colpomenia,bullosa,(D.A. Saunders) Yamada,,,,,Colpomenia bullosa
Ochrophyta,Phaeophyceae,Colpomenia,sinosa,(Mertens ex Roth) Derbes et Solier,,,,,Colpomenia sinosa
Ochrophyta,Phaeophyceae,Colpomenia,sinuosa,(Mertens ex Roth) Derbes et Solier,,,,,Colpomenia sinuosa
Ochrophyta,Phaeophyceae,Colpomenia,bullosa,(D.A.Saunders) Yamada,,,,,Colpomenia bullosa
Ochrophyta,Phaeophyceae,Colpomenia,bullosa,(De A.Saunders) Yamada,,,,,Colpomenia bullosa
Ochrophyta,Phaeophyceae,Colpomenia,peregrina,(Roth) Debes et Solier,,,,,Colpomenia peregrina
Ochrophyta,Phaeophyceae,Colpomenia,sinuosa,(Mertens.) Derb. et Sol.,,,,,Colpomenia sinuosa
Ochrophyta,Phaeophyceae,Compsonema,sessile,Setchell & Gardner,,,,,Compsonema sessile
Ochrophyta,Phaeophyceae,Compsonema,sporangiiferum,Setchell & Gardner,,,,,Compsonema sporangiiferum
Ochrophyta,Phaeophyceae,Compsonema,serpens,Setchell & N.L. Gardner,,,,,Compsonema serpens
Rhodophyta,Compsopogonophyceae,Compsopogon,caeruleus,Montagne,,,,,Compsopogon caeruleus
Rhodophyta,Compsopogonophyceae,Compsopogon,oishii,Okamura,,,,,Compsopogon oishii
Rhodophyta,Compsopogonophyceae,Compsopogon,caeruleus,(Balbis ex C. Agardh) Montagne,,,,,Compsopogon caeruleus
Rhodophyta,Florideophyceae,Congregatocarpus,pacificus,(Yamada) Mikami,,,,,Congregatocarpus pacificus
Rhodophyta,Florideophyceae,Constantinea,subulifera,Setchell,,,,,Constantinea subulifera
Rhodophyta,Florideophyceae,Constantinea,rosa-marina,(Gmelin) Postels & Ruprecht,,,,,Constantinea rosa-marina
Rhodophyta,Florideophyceae,Constantinea,simplex,Setchell,,,,,Constantinea simplex
Rhodophyta,Florideophyceae,Constantinea,rosa-marina,(Gmelin) Postels & Ruprecht 1768,,,,,Constantinea rosa-marina
Rhodophyta,Florideophyceae,Constantinea,rosa-marina,(Gmelin) Postels et Ruprecht,,,,,Constantinea rosa-marina
Rhodophyta,Florideophyceae,Constantinea,rosa-marina,(S. G. Gmelin) Postels et Ruprecht,,,,,Constantinea rosa-marina
Rhodophyta,Florideophyceae,Constantinea,rosa-marina,(S.G.Gmelin) Postels & Ruprecht,,,,,Constantinea rosa-marina
Rhodophyta,Florideophyceae,Constantinea,rosa-marina,(S.G. Gemlein) Postels & Ruprecht,,,,,Constantinea rosa-marina
Rhodophyta,Florideophyceae,Constantinea,rosa-marina,(S.G. Gmelin) Postels et Ruprecht,,,,,Constantinea rosa-marina
Rhodophyta,Florideophyceae,Corallina,officinalis,L.,,,,,Corallina officinalis
Rhodophyta,Florideophyceae,Corallina,cuvieri,Lamouroux,,,,,Corallina cuvieri
Rhodophyta,Florideophyceae,Corallina,elongata,Ellis & Solander,,,,,Corallina elongata
Rhodophyta,Florideophyceae,Corallina,frondescens,Postels & Ruprecht,,,,,Corallina frondescens
Rhodophyta,Florideophyceae,Corallina,vancouveriensis,Yendo,,,,,Corallina vancouveriensis
Rhodophyta,Florideophyceae,Corallina,granifera,Ellis & Solander,,,,,Corallina granifera
Rhodophyta,Florideophyceae,Corallina,hombronii,Montagne,,,,,Corallina hombronii
Rhodophyta,Florideophyceae,Corallina,lenormandia,Grunow,,,,,Corallina lenormandia
Rhodophyta,Florideophyceae,Corallina,officinalis,Linnaeus,,,,,Corallina officinalis
Rhodophyta,Florideophyceae,Corallina,pilulifera,Postels & Ruprecht,,,,,Corallina pilulifera
Rhodophyta,Florideophyceae,Corallina,sandvicensis,Lemmerman,,,,,Corallina sandvicensis
Rhodophyta,Florideophyceae,Corallina,squamata,Ellis & Solander,,,,,Corallina squamata
Rhodophyta,Florideophyceae,Corallina,ungulata,Yendo,,,,,Corallina ungulata
Rhodophyta,Florideophyceae,Corallina,pinnatifolia,(Manza) Dawson,,,,,Corallina pinnatifolia
Rhodophyta,Florideophyceae,Corallina,frondescens,Postels et Ruprecht,,,,,Corallina frondescens
Rhodophyta,Florideophyceae,Corallina,vacouveriensis,Yendo,,,,,Corallina vacouveriensis
Rhodophyta,Florideophyceae,Corallina,squamata,Ellis,,,,,Corallina squamata
Rhodophyta,Florideophyceae,Corallina,officinalis,Kuetzing,,,,,Corallina officinalis
Rhodophyta,Florideophyceae,Corallina,pilulifera,Postels et Ruprecht,,,,,Corallina pilulifera
Rhodophyta,Florideophyceae,Corallina,arbuscula,Postels et Ruprecht,,,,,Corallina arbuscula
Rhodophyta,Florideophyceae,Corallina,sp.,Linnaeus ,,,,,Corallina sp.
Rhodophyta,Florideophyceae,Corallina,pinnatifolia,(Manza) Dawson ,,,,,Corallina pinnatifolia
Rhodophyta,Florideophyceae,Corallina,cretacea,Postels et Ruprecht,,,,,Corallina cretacea
Rhodophyta,Florideophyceae,Corallina,arbuscula,Postels & Ruprecht,,,,,Corallina arbuscula
Rhodophyta,Florideophyceae,Corallina,caespitosa,"R.H. Walker, J. Brodie & L.M. Irvine",,,,,Corallina caespitosa
Rhodophyta,Florideophyceae,Corallina,abberans,(Yendo) K. Hind & G.W. Saunders,,,,,Corallina abberans
Rhodophyta,Florideophyceae,Corallina,crassisima,(Yendo) K. Hind & G.W. Saunders,,,,,Corallina crassisima
Rhodophyta,Florideophyceae,Corallina,declinata,(Yendo) K. Hind & G.W. Saunders,,,,,Corallina declinata
Rhodophyta,Florideophyceae,Corallina,maxima,(Yendo) K.R. Hind & G.W. Saunders,,,,,Corallina maxima
Rhodophyta,Florideophyceae,Corallina,caespitosa,"R.H .Walker, J. Brodie & L.M. Irvine",,,,,Corallina caespitosa
Rhodophyta,Florideophyceae,Corallina,melobesioides,"(Segawa) Martone, S.C. Lindstrom, K.A. Miller & P.W. Gabrielson",,,,,Corallina melobesioides
Rhodophyta,Florideophyceae,Corallopsis,opuntia,J. Agardh,,,,,Corallopsis opuntia
Rhodophyta,Florideophyceae,Corallopsis,salicornia,J.G. Agardh,,,,,Corallopsis salicornia
Rhodophyta,Florideophyceae,Corallopsis,uvuillei,J. Agardh,,,,,Corallopsis uvuillei
Rhodophyta,Florideophyceae,Cordylecladia,erecta,(Greville) J. Agardh,,,,,Cordylecladia erecta
Rhodophyta,Florideophyceae,Corynomorpha,clavata,(Harvey) J. Agardh,,,,,Corynomorpha clavata
Ochrophyta,Phaeophyceae,Corynophlaea,cystophorae,J. Agardh,,,,,Corynophlaea cystophorae
Chlorophyta,Zygnematophyceae,Cosmarium,botrytis,(Bory) Menegh.,,,,,Cosmarium botrytis
Chlorophyta,Zygnematophyceae,Cosmarium,ovale,Ralfs,,,,,Cosmarium ovale
Chlorophyta,Zygnematophyceae,Cosmarium,connatum,(Ralfs) Reinsch,,,,,Cosmarium connatum
Chlorophyta,Zygnematophyceae,Cosmarium,formosulum,Hoff,,,,,Cosmarium formosulum
Chlorophyta,Zygnematophyceae,Cosmarium,phaseolus,Brebisson,,,,,Cosmarium phaseolus
Chlorophyta,Zygnematophyceae,Cosmarium,pseudopyramidatum,Lund,,,,,Cosmarium pseudopyramidatum
Chlorophyta,Zygnematophyceae,Cosmarium,pygmaeum,Areschoug,,,,,Cosmarium pygmaeum
Chlorophyta,Zygnematophyceae,Cosmarium,subpalangula,Elfv.,,,,,Cosmarium subpalangula
Chlorophyta,Zygnematophyceae,Cosmarium,notabile,(De Bary) Hansgirg,,,,,Cosmarium notabile
Ochrophyta,Phaeophyceae,Costaria,costata,(C.A. Agardh) Saunders,,,,,Costaria costata
Ochrophyta,Phaeophyceae,Costaria,costata,(C. Agardh) Saunders,,,,,Costaria costata
Ochrophyta,Phaeophyceae,Costaria,costata,(Turner) Saunders,,,,,Costaria costata
Ochrophyta,Phaeophyceae,Costaria,costata,(C.A. Agardh) Saunder,,,,,Costaria costata
Ochrophyta,Phaeophyceae,Costaria,costata,(C. Ag.) Saunders,,,,,Costaria costata
Ochrophyta,Phaeophyceae,Costaria,costata,(C. A. Gardh) Saunders,,,,,Costaria costata
Ochrophyta,Phaeophyceae,Costaria,costata,(C. Agardh) D.A. Saunders,,,,,Costaria costata
Ochrophyta,Phaeophyceae,Costaria,costata,(C. Agardh) De A. Saunders,,,,,Costaria costata
Ochrophyta,Phaeophyceae,Costaria,"""costata""",(C. Agardh) D.A. Saunders,,,,,"Costaria ""costata"""
Phaeophyta,Phaeophyceae,Costaria,costata,(C.Agardh) De A.Saunders,,,,,Costaria costata
Ochrophyta,Phaeophyceae,Costaria,costata,(C. A. Agardh) Saunders,,,,,Costaria costata
Rhodophyta,Florideophyceae,Cottoniella,arcuata,Boergesen,,,,,Cottoniella arcuata
Rhodophyta,Florideophyceae,Cottoniella,filamentosa,(Howe) Boergesen,,,,,Cottoniella filamentosa
Rhodophyta,Florideophyceae,Craspedocarpus,erosus,(Hooker & Harvey) Schmitz,,,,,Craspedocarpus erosus
Rhodophyta,Florideophyceae,Craspedocarpus,ramentaceus,(C. Ag.) Min-Thein & Womersley,,,,,Craspedocarpus ramentaceus
Rhodophyta,Florideophyceae,Crossocarpus,lamuticus,Ruprecht,,,,,Crossocarpus lamuticus
Rhodophyta,Florideophyceae,Crouania,mucosa ?,Wollaston,,,,,Crouania mucosa ?
Rhodophyta,Florideophyceae,Crouania,attenuata,(Agardh) J. Agardh,,,,,Crouania attenuata
Rhodophyta,Florideophyceae,Crouania,attenuata,(Bonnemaison) J. Agardh,,,,,Crouania attenuata
Rhodophyta,Florideophyceae,Crouania,mucosa,Wollaston,,,,,Crouania mucosa
Rhodophyta,Florideophyceae,Crouania,pleonospora,Taylor,,,,,Crouania pleonospora
Rhodophyta,Florideophyceae,Crouania,shepleyana,Wollaston,,,,,Crouania shepleyana
Rhodophyta,Florideophyceae,Crouania,attenuata,(C. Agardh) J. Agardh,,,,,Crouania attenuata
Rhodophyta,Florideophyceae,Crusticorallina,nootkana,"G.W. Saunders, Martone, K.R. Hind, C.P. Jensen & P.W. Gabrielson",,,,,Crusticorallina nootkana
Rhodophyta,Florideophyceae,Crusticorallina,muricata,"(Foslie) P.W.Gabrielson, Martone, K.R.Hind & C.P.Jensen",,,,,Crusticorallina muricata
Rhodophyta,Florideophyceae,Crusticorallina,adhaerens,"K.R. Hind, Martone, C.P. Jensen & P.W. Gabrielson",,,,,Crusticorallina adhaerens
Rhodophyta,Florideophyceae,Crusticorallina,painei,"K.R. Hind, G.W. Saunders, Martone & C.P. Jensen",,,,,Crusticorallina painei
Rhodophyta,Florideophyceae,Cryptonemia,borealis,Kylin,,,,,Cryptonemia borealis
Rhodophyta,Florideophyceae,Cryptonemia,obovata,J. Agardh,,,,,Cryptonemia obovata
Rhodophyta,Florideophyceae,Cryptonemia,ovalifolia,Kylin,,,,,Cryptonemia ovalifolia
Rhodophyta,Florideophyceae,Cryptonemia,obovata,J.G. Agardh,,,,,Cryptonemia obovata
Rhodophyta,Florideophyceae,Cryptonemia,luxurians,(Mertens) J. Agardh,,,,,Cryptonemia luxurians
Rhodophyta,Florideophyceae,Cryptonemia,latissima,J. Agardh,,,,,Cryptonemia latissima
Rhodophyta,Florideophyceae,Cryptonemia,undulata,Sonder,,,,,Cryptonemia undulata
Rhodophyta,Florideophyceae,Cryptopleura,ruprechtiana,(J. Agardh) Kylin,,,,,Cryptopleura ruprechtiana
Rhodophyta,Florideophyceae,Cryptopleura,violacea,(J. Agardh) Kylin,,,,,Cryptopleura violacea
Rhodophyta,Florideophyceae,Cryptopleura,lobulifera,(J. Agardh) Kylin,,,,,Cryptopleura lobulifera
Rhodophyta,Florideophyceae,Cryptopleura,ruprechtiana,(J.G. Agardh) Kylin,,,,,Cryptopleura ruprechtiana
Rhodophyta,Florideophyceae,Cryptopleura,ruprechtiana,(C.G. Agardh) Kylin,,,,,Cryptopleura ruprechtiana
Rhodophyta,Florideophyceae,Cryptopleura,lobulifera,(J.G. Agardh) Kylin,,,,,Cryptopleura lobulifera
Rhodophyta,Florideophyceae,Cryptopleura,brevis,Gardner,,,,,Cryptopleura brevis
Rhodophyta,Florideophyceae,Cryptopleura,corallinara,(Nott) Gardner,,,,,Cryptopleura corallinara
Rhodophyta,Florideophyceae,Cryptopleura,crispa,Kylin,,,,,Cryptopleura crispa
Rhodophyta,Florideophyceae,Cryptopleura,endiviaefolia,(Hooker & Harvey) Kylin,,,,,Cryptopleura endiviaefolia
Rhodophyta,Florideophyceae,Cryptopleura,lacerata,(Gmelin) Kuetzing,,,,,Cryptopleura lacerata
Rhodophyta,Florideophyceae,Cryptopleura,ramosa,(Hudson) Kylin,,,,,Cryptopleura ramosa
Rhodophyta,Florideophyceae,Cryptopleura,violacea,(J.G. Agardh) Kylin,,,,,Cryptopleura violacea
Rhodophyta,Florideophyceae,Cryptopleura,corallinarum,(Nott) N.L. Gardner,,,,,Cryptopleura corallinarum
Rhodophyta,Florideophyceae,Cryptopleura,ruprechtiana,(J.Agardh) Kylin,,,,,Cryptopleura ruprechtiana
Rhodophyta,Florideophyceae,Cryptosiphonia,woodii,J. Agardh,,,,,Cryptosiphonia woodii
Rhodophyta,Florideophyceae,Cryptosiphonia,"woodii",J. Agardh,,,,,"Cryptosiphonia woodii"
Rhodophyta,Florideophyceae,Cryptosiphonia,woodii,(J. Agardh) J. Agardh,,,,,Cryptosiphonia woodii
Rhodophyta,Florideophyceae,Cryptosiphonia,woodii,(J.Agardh) J. Agardh,,,,,Cryptosiphonia woodii
Rhodophyta,Florideophyceae,Cryptosiphonia,woodii,(J. Agardh) J.Agardh,,,,,Cryptosiphonia woodii
Rhodophyta,Florideophyceae,Cryptosiphonia,woodii,(J.Agardh) J.Agardh,,,,,Cryptosiphonia woodii
Rhodophyta,Florideophyceae,Cryptosiphonia,woodii,(J Agardh) J. Agardh,,,,,Cryptosiphonia woodii
Rhodophyta,Florideophyceae,Cumagloia,andersonii,(Farlow) Setchell & Gardner,,,,,Cumagloia andersonii
Rhodophyta,Florideophyceae,Cumagloia,andersonii,(Farlow) Setchell et N.L. Gardner,,,,,Cumagloia andersonii
Rhodophyta,Florideophyceae,Cumathamnion,sympodophyllum,M.J.Wynne & Daniels,,,,,Cumathamnion sympodophyllum
Rhodophyta,Florideophyceae,Cumathamnion,sympodophyllum,Wynne & Daniels,,,,,Cumathamnion sympodophyllum
Rhodophyta,Florideophyceae,Cumathamnion,decipiens,(J. Agardh) M.J. Wynne & G.W. Saunders,,,,,Cumathamnion decipiens
Rhodophyta,Florideophyceae,Cumathamnion,decipiens,(J. Agardh) M.J. Wynne et G.W. Saunders,,,,,Cumathamnion decipiens
Rhodophyta,Florideophyceae,Cumathamnion,decipiens,(J.Agardh) M.J.Wynne & G.W.Saunders,,,,,Cumathamnion decipiens
Rhodophyta,Florideophyceae,Curdiea,codioides,Chapman,,,,,Curdiea codioides
Rhodophyta,Florideophyceae,Curdiea,coriacea,(Hooker F. & Harvey) J. Agardh,,,,,Curdiea coriacea
Rhodophyta,Florideophyceae,Curdiea,crateriformis,(J. Agardh) Kylin,,,,,Curdiea crateriformis
Rhodophyta,Florideophyceae,Curdiea,engelhartii,J. Agardh,,,,,Curdiea engelhartii
Rhodophyta,Florideophyceae,Curdiea,laciniata,Harvey,,,,,Curdiea laciniata
Rhodophyta,Florideophyceae,Curdiea,recovitzae,Hariot,,,,,Curdiea recovitzae
Ochrophyta,Phaeophyceae,Cutleria,cylindrica,Okamura,,,,,Cutleria cylindrica
Ochrophyta,Phaeophyceae,Cutleria,hancockii,Dawson,,,,,Cutleria hancockii
Ochrophyta,Phaeophyceae,Cutleria,multifida,(Smith) Greville,,,,,Cutleria multifida
Ochrophyta,Phaeophyceae,Cutleria,dispersa,(Roth) Notaris,,,,,Cutleria dispersa
Ochrophyta,Phaeophyceae,Cutleria,multifida,(Turner) Greville,,,,,Cutleria multifida
Ochrophyta,Bacillariophyceae,Cyclotella,operculata,Kuetzing,,,,,Cyclotella operculata
Ochrophyta,Phaeophyceae,Cylindrocarpus,rugosus,Okamura,,,,,Cylindrocarpus rugosus
Cyanobacteria,Cyanophyceae,Cylindrospermum,licheniforme,(Bory) Kuetzing,,,,,Cylindrospermum licheniforme
Cyanobacteria,Cyanophyceae,Cylindrospermum,staganle,(Kuezting) Bornet & Flahault,,,,,Cylindrospermum staganle
Ochrophyta,Phaeophyceae,Cymathaere,triplicata,(Postels & Ruprecht) J. Agardh,,,,,Cymathaere triplicata
Ochrophyta,Phaeophyceae,Cymathaere,triplicata,(Postels & Rupecht) J. Agardh,,,,,Cymathaere triplicata
Ochrophyta,Phaeophyceae,Cymathaere,triplicata,(Postels & Ruprecht) J.G. Agardh,,,,,Cymathaere triplicata
Ochrophyta,Phaeophyceae,Cymathaere,triplicata,(Postels et Ruprecht) J. Agardh,,,,,Cymathaere triplicata
Ochrophyta,Phaeophyceae,Cymathaere,triplicata,(Postels & Ruprecht) J.Agardh,,,,,Cymathaere triplicata
Ochrophyta,Phaeophyceae,Cymethere,triplicata,(Postels et Ruprecht) J. Agardh,,,,,Cymethere triplicata
Chlorophyta,Ulvophyceae,Cymopolia,barbata,(L.) Lamouroux,,,,,Cymopolia barbata
Rhodophyta,Florideophyceae,Cyrtymenia,sparsa,Okamura,,,,,Cyrtymenia sparsa
Rhodophyta,Florideophyceae,Cystoclonium,purpureum,(Hudson) Batters,,,,,Cystoclonium purpureum
Rhodophyta,Florideophyceae,Cystoclonium,obtasangulum,(J. D. Hooker & Harvey) Kuetzing,,,,,Cystoclonium obtasangulum
Rhodophyta,Florideophyceae,Cystoclonium,purpurascens,(Hudson) Kuetzing,,,,,Cystoclonium purpurascens
Ochrophyta,Phaeophyceae,Cystophora,brownii,(Turn.) J. Agardh,,,,,Cystophora brownii
Ochrophyta,Phaeophyceae,Cystophora,cymodoceae,Womersley & Nizamuddin,,,,,Cystophora cymodoceae
Ochrophyta,Phaeophyceae,Cystophora,dumosa,(Greville) J. Agardh,,,,,Cystophora dumosa
Ochrophyta,Phaeophyceae,Cystophora,expansa,(Areschoug) Womersley,,,,,Cystophora expansa
Ochrophyta,Phaeophyceae,Cystophora,gracilis,Womersley,,,,,Cystophora gracilis
Ochrophyta,Phaeophyceae,Cystophora,grevillei,(C. Agardh ex Sonders) J. Agardh,,,,,Cystophora grevillei
Ochrophyta,Phaeophyceae,Cystophora,monilifera,J. Agardh,,,,,Cystophora monilifera
Ochrophyta,Phaeophyceae,Cystophora,platylobium,(Mert.) J. Agardh,,,,,Cystophora platylobium
Ochrophyta,Phaeophyceae,Cystophora,racemosa,(Harvey ex Kuetzing) J. Agardh,,,,,Cystophora racemosa
Ochrophyta,Phaeophyceae,Cystophora,retorta,(Mertens) J. Agardh,,,,,Cystophora retorta
Ochrophyta,Phaeophyceae,Cystophora,retroflexa,(Labill.) J. Agardh,,,,,Cystophora retroflexa
Ochrophyta,Phaeophyceae,Cystophora,scalaris,J. Agardh,,,,,Cystophora scalaris
Ochrophyta,Phaeophyceae,Cystophora,subfarcinata,(Mert.) J. Agardh,,,,,Cystophora subfarcinata
Ochrophyta,Phaeophyceae,Cystophora,torulosa,(R. Brown) J. Agardh,,,,,Cystophora torulosa
Ochrophyta,Phaeophyceae,Cystophora,scalaris ?,J. Agardh,,,,,Cystophora scalaris ?
Ochrophyta,Phaeophyceae,Cystophora,torulosa,(R. Brown Ext Turner) J. Agardh,,,,,Cystophora torulosa
Ochrophyta,Phaeophyceae,Cystophora,xiphocarpa,Harvey,,,,,Cystophora xiphocarpa
Ochrophyta,Phaeophyceae,Cystophora,harveyi,Womersley,,,,,Cystophora harveyi
Ochrophyta,Phaeophyceae,Cystophora,intermedia,J. Agardh,,,,,Cystophora intermedia
Ochrophyta,Phaeophyceae,Cystophora,botryocystis,Sonder,,,,,Cystophora botryocystis
Ochrophyta,Phaeophyceae,Cystophora,subfarcinata,(Mertens) J. Agardh,,,,,Cystophora subfarcinata
Ochrophyta,Phaeophyceae,Cystophora,siliquosa,J. Agardh,,,,,Cystophora siliquosa
Ochrophyta,Phaeophyceae,Cystophora,congesta,Womersley & Nizamuddin ex Womersley,,,,,Cystophora congesta
Ochrophyta,Phaeophyceae,Cystophora,moniliformis,(Esper) Womersley & Nizamuddiin ex Womersley,,,,,Cystophora moniliformis
Ochrophyta,Phaeophyceae,Cystophora,platylobium,(Mertens) J. Agardh,,,,,Cystophora platylobium
Ochrophyta,Phaeophyceae,Cystophora,scalaris,J.G. Agardh,,,,,Cystophora scalaris
Ochrophyta,Phaeophyceae,Cystophora,torrulosa,(R. Brown) J. Agardh,,,,,Cystophora torrulosa
Ochrophyta,Phaeophyceae,Cystophora,racemosa,(Harvey ex Kützing) J. Agardh,,,,,Cystophora racemosa
Ochrophyta,Phaeophyceae,Cystophora,retroflexa,(Labillardière) J.Agardh,,,,,Cystophora retroflexa
Ochrophyta,Phaeophyceae,Cystophyllum,fusiforme,Harvey,,,,,Cystophyllum fusiforme
Ochrophyta,Phaeophyceae,Cystophyllum,hakodatense,Yendo,,,,,Cystophyllum hakodatense
Ochrophyta,Phaeophyceae,Cystophyllum,muricatum,(Turner) J. Agardh,,,,,Cystophyllum muricatum
Ochrophyta,Phaeophyceae,Cystophyllum,sisimbrioides,J. Agardh,,,,,Cystophyllum sisimbrioides
Oomycota,Oomycetes,Cystopus,candidus,(Pers.) Lév.,,,,,Cystopus candidus
Oomycota,Oomycetes,Cystopus,cubicus,de Bary,,,,,Cystopus cubicus
Ochrophyta,Phaeophyceae,Cystoseira,geminata,C. Agardh,,,,,Cystoseira geminata
Ochrophyta,Phaeophyceae,Cystoseira,schiffneri,Hamel,,,,,Cystoseira schiffneri
Ochrophyta,Phaeophyceae,Cystoseira,sedoides,(Desfontaine) C. Agardh,,,,,Cystoseira sedoides
Ochrophyta,Phaeophyceae,Cystoseira,compressa,(Esper) Gerloff & Nizamuddin,,,,,Cystoseira compressa
Ochrophyta,Phaeophyceae,Cystoseira,savageauiana,Hamel,,,,,Cystoseira savageauiana
Ochrophyta,Phaeophyceae,Cystoseira,trinodis,(Forskaal) C. Agardh,,,,,Cystoseira trinodis
Ochrophyta,Phaeophyceae,Cystoseira,geminata,(Postels & Ruprecht) J. Agardh,,,,,Cystoseira geminata
Ochrophyta,Phaeophyceae,Cystoseira,myrica,(S. G. Gmelin) C. Agardh,,,,,Cystoseira myrica
Ochrophyta,Phaeophyceae,Cystoseira,osmundacea,(Menzies) C. Agardh,,,,,Cystoseira osmundacea
Ochrophyta,Phaeophyceae,Cystoseira,prolifera,J. Agardh,,,,,Cystoseira prolifera
Ochrophyta,Phaeophyceae,Cystoseira,setchellii,Gardner,,,,,Cystoseira setchellii
Ochrophyta,Phaeophyceae,Cystoseira,tamarascifolia,(Hudson) Papenfuss,,,,,Cystoseira tamarascifolia
Ochrophyta,Phaeophyceae,Cystoseira,trinodis,(Forsskal) C. Agardh,,,,,Cystoseira trinodis
Ochrophyta,Phaeophyceae,Cystoseira,osmundacea,(Turner) C. Agardh,,,,,Cystoseira osmundacea
Ochrophyta,Phaeophyceae,Cystoseira,abies-marina,(Turner) C. Agardh,,,,,Cystoseira abies-marina
Ochrophyta,Phaeophyceae,Cystoseira,discors,(L.) C. Agardh,,,,,Cystoseira discors
Ochrophyta,Phaeophyceae,Cystoseira,geminata,C. Agardh.,,,,,Cystoseira geminata
Ochrophyta,Phaeophyceae,Cystoseira,geminata,(Ruprecht) Setchell et N.L. Gardner,,,,,Cystoseira geminata
Ochrophyta,Phaeophyceae,Cystoseira,hakodatensis,(Yendo) Fensholt,,,,,Cystoseira hakodatensis
Ochrophyta,Phaeophyceae,Cystosphaera,jacquinotti,(Montagne) Skottsberg,,,,,Cystosphaera jacquinotti
Rhodophyta,Florideophyceae,Dactylymenia,berggrenii,J. Agardh,,,,,Dactylymenia berggrenii
Rhodophyta,Florideophyceae,Dactylymenia,laingii,J. Agardh,,,,,Dactylymenia laingii
Rhodophyta,Florideophyceae,Dasya,baillouviana,(Gmelin) Montagne,,,,,Dasya baillouviana
Rhodophyta,Florideophyceae,Dasya,naccarioides,Harvey,,,,,Dasya naccarioides
Rhodophyta,Florideophyceae,Dasya,pedicillata,(C. Agardh) C. Agardh,,,,,Dasya pedicillata
Rhodophyta,Florideophyceae,Dasya,arbuscula,(Dillwyn) C. Agardh,,,,,Dasya arbuscula
Rhodophyta,Florideophyceae,Dasya,californica,Gardner,,,,,Dasya californica
Rhodophyta,Florideophyceae,Dasya,ceramioides,Harvey,,,,,Dasya ceramioides
Rhodophyta,Florideophyceae,Dasya,clavigera,(Womersley) Parsons,,,,,Dasya clavigera
Rhodophyta,Florideophyceae,Dasya,collabens,Hooker F. & Harvey,,,,,Dasya collabens
Rhodophyta,Florideophyceae,Dasya,collinsiana,Howe,,,,,Dasya collinsiana
Rhodophyta,Florideophyceae,Dasya,extensa,Sonder ex Kuetzing,,,,,Dasya extensa
Rhodophyta,Florideophyceae,Dasya,haffiae,Harvey,,,,,Dasya haffiae
Rhodophyta,Florideophyceae,Dasya,mollis,Harvey,,,,,Dasya mollis
Rhodophyta,Florideophyceae,Dasya,naccaroides,Harvey,,,,,Dasya naccaroides
Rhodophyta,Florideophyceae,Dasya,pacifica,Gardner,,,,,Dasya pacifica
Rhodophyta,Florideophyceae,Dasya,pedicillata,C. Agardh,,,,,Dasya pedicillata
Rhodophyta,Florideophyceae,Dasya,punicea,Menghini,,,,,Dasya punicea
Rhodophyta,Florideophyceae,Dasya,rigidula,(Kuetzing) Ardisson,,,,,Dasya rigidula
Rhodophyta,Florideophyceae,Dasya,sanfordiana,Farlow,,,,,Dasya sanfordiana
Rhodophyta,Florideophyceae,Dasya,sessilis,Yamada,,,,,Dasya sessilis
Rhodophyta,Florideophyceae,Dasya,sinicola,(Setchell & Gardner) Dawson,,,,,Dasya sinicola
Rhodophyta,Florideophyceae,Dasya,urceolata,Harvey,,,,,Dasya urceolata
Rhodophyta,Florideophyceae,Dasya,villosa,Harvey in Hooker,,,,,Dasya villosa
Rhodophyta,Florideophyceae,Dasya,rigidula,(Kützing) Ardissone,,,,,Dasya rigidula
Rhodophyta,Florideophyceae,Dasya,villosa,Harvey,,,,,Dasya villosa
Rhodophyta,Florideophyceae,Dasya,scoparia,Harvey,,,,,Dasya scoparia
Chlorophyta,Ulvophyceae,Dasycladus,clavaeformis,(Roth) C. Agardh,,,,,Dasycladus clavaeformis
Chlorophyta,Ulvophyceae,Dasycladus,densus,Womersley,,,,,Dasycladus densus
